;N° de factura;Fecha de factura;ID Cliente;País;Cantidad;Monto
18988;569338;10/3/2021 14:18:00;16013.0;United Kingdom;286;339.26
18989;C579186;11/28/2021 15:30:00;13238.0;United Kingdom;-2;-19.90
18990;581492;12/9/2021 10:03:00;;United Kingdom;2011;7689.23
18991;538417;12/12/2020 11:54:00;16393.0;United Kingdom;51;106.75
18992;545690;3/6/2021 12:46:00;13263.0;United Kingdom;185;427.03
18993;539958;12/23/2020 13:26:00;;United Kingdom;2320;5262.06
18994;547045;3/20/2021 11:37:00;17856.0;United Kingdom;200;585.12
18995;C565025;8/31/2021 16:32:00;13050.0;United Kingdom;-3;-10.85
18996;558540;6/30/2021 12:15:00;17706.0;United Kingdom;965;2662.17
18997;547990;3/29/2021 9:53:00;15589.0;United Kingdom;94;263.58
18998;575210;11/9/2021 10:32:00;14732.0;United Kingdom;121;311.19
18999;579255;11/28/2021 17:09:00;14901.0;United Kingdom;91;194.82
19000;567376;9/20/2021 9:54:00;13767.0;United Kingdom;444;1004.40
19001;C543175;2/4/2021 9:46:00;12712.0;Germany;-7;-71.90
19002;573077;10/27/2021 14:13:00;12536.0;France;1;4161.06
19003;543350;2/7/2021 13:15:00;13809.0;Cyprus;29;155.05
19004;547096;3/21/2021 9:13:00;15669.0;United Kingdom;64;198.80
19005;574352;11/4/2021 10:38:00;18102.0;United Kingdom;1776;5292.72
19006;578106;11/23/2021 9:02:00;16133.0;United Kingdom;174;312.50
19007;581478;12/9/2021 8:59:00;17364.0;United Kingdom;226;391.02
19008;547668;3/24/2021 13:28:00;14071.0;United Kingdom;95;131.41
19009;561197;7/25/2021 14:35:00;16364.0;United Kingdom;115;347.55
19010;C579195;11/28/2021 15:54:00;14096.0;United Kingdom;-1;-987.14
19011;559878;7/13/2021 11:19:00;15493.0;United Kingdom;101;367.50
19012;547396;3/22/2021 16:54:00;;United Kingdom;473;2162.26
19013;571464;10/17/2021 14:28:00;14805.0;United Kingdom;41;144.65
19014;537011;12/3/2020 15:38:00;;United Kingdom;-5;0.00
19015;553942;5/20/2021 10:37:00;18055.0;United Kingdom;336;968.50
19016;547048;3/20/2021 11:52:00;14911.0;EIRE;73;197.80
19017;581455;12/8/2021 18:25:00;18102.0;United Kingdom;140;652.28
19018;565386;9/2/2021 15:48:00;17997.0;United Kingdom;189;269.17
19019;549431;4/8/2021 12:17:00;15874.0;United Kingdom;895;1163.75
19020;546654;3/15/2021 14:18:00;;United Kingdom;70;503.63
19021;562935;8/10/2021 17:11:00;14156.0;EIRE;391;1253.05
19022;541006;1/13/2021 10:43:00;13993.0;United Kingdom;120;323.15
19023;563111;8/12/2021 11:08:00;15249.0;United Kingdom;250;384.60
19024;569557;10/5/2021 8:52:00;14936.0;Channel Islands;4;33.00
19025;C577383;11/18/2021 16:48:00;13091.0;United Kingdom;-16;-26.00
19026;545515;3/3/2021 12:06:00;12727.0;France;317;534.76
19027;543975;2/14/2021 15:23:00;17231.0;United Kingdom;127;316.89
19028;C563537;8/17/2021 11:40:00;;United Kingdom;-1;-793.32
19029;545433;3/2/2021 15:15:00;17923.0;United Kingdom;50;207.50
19030;545546;3/3/2021 15:03:00;;United Kingdom;-150;0.00
19031;537757;12/8/2020 11:38:00;17975.0;United Kingdom;86;314.10
19032;C575531;11/10/2021 11:12:00;12544.0;Spain;-4;-17.00
19033;550930;4/21/2021 14:41:00;;United Kingdom;2;0.00
19034;540840;1/11/2021 15:42:00;16235.0;United Kingdom;45;108.67
19035;563714;8/18/2021 15:51:00;14565.0;United Kingdom;472;682.77
19036;559876;7/13/2021 11:09:00;15752.0;United Kingdom;210;243.25
19037;548098;3/29/2021 12:17:00;;United Kingdom;-15;0.00
19038;577617;11/21/2021 10:23:00;14883.0;United Kingdom;90;95.52
19039;556927;6/15/2021 14:47:00;14156.0;EIRE;2642;3876.86
19040;577530;11/20/2021 13:48:00;14950.0;United Kingdom;136;371.20
19041;560605;7/20/2021 9:30:00;17306.0;United Kingdom;712;611.24
19042;577949;11/22/2021 12:09:00;;United Kingdom;44;0.00
19043;C545451;3/2/2021 16:53:00;13477.0;United Kingdom;-1;-7.95
19044;C561589;7/28/2021 10:57:00;16133.0;United Kingdom;-6;-12.60
19045;545654;3/4/2021 13:46:00;15681.0;United Kingdom;256;345.68
19046;538508;12/12/2020 13:32:00;15998.0;United Kingdom;466;863.39
19047;579130;11/28/2021 12:32:00;14735.0;United Kingdom;62;163.02
19048;579170;11/28/2021 14:26:00;17811.0;United Kingdom;63;188.54
19049;562533;8/5/2021 14:36:00;17676.0;United Kingdom;10;16.50
19050;536803;12/2/2020 16:33:00;14911.0;EIRE;6;22.50
19051;564429;8/25/2021 11:31:00;16638.0;United Kingdom;204;75.36
19052;549048;4/6/2021 10:14:00;17811.0;United Kingdom;42;113.10
19053;554668;5/25/2021 15:19:00;18226.0;United Kingdom;174;317.60
19054;581584;12/9/2021 12:25:00;13777.0;United Kingdom;120;140.64
19055;550186;4/14/2021 18:28:00;14051.0;United Kingdom;106;504.30
19056;539462;12/19/2020 11:19:00;14032.0;United Kingdom;213;315.56
19057;545764;3/7/2021 12:00:00;13408.0;United Kingdom;130;294.17
19058;541567;1/19/2021 11:51:00;12681.0;France;386;752.75
19059;547662;3/24/2021 13:12:00;14085.0;United Kingdom;66;150.34
19060;552862;5/11/2021 16:51:00;;United Kingdom;3;5.38
19061;553155;5/13/2021 14:57:00;13089.0;United Kingdom;4;34.00
19062;561241;7/26/2021 11:00:00;13930.0;United Kingdom;210;210.00
19063;580546;12/5/2021 9:27:00;;United Kingdom;-21;0.00
19064;543367;2/7/2021 14:33:00;18225.0;United Kingdom;269;438.82
19065;570664;10/11/2021 14:21:00;16362.0;United Kingdom;83;139.63
19066;568081;9/23/2021 14:36:00;;United Kingdom;-9;0.00
19067;575726;11/10/2021 19:12:00;16791.0;United Kingdom;247;486.96
19068;553202;5/15/2021 16:02:00;15854.0;United Kingdom;262;217.19
19069;571240;10/14/2021 14:55:00;12562.0;France;234;513.60
19070;538135;12/9/2020 15:56:00;;United Kingdom;2;0.00
19071;548245;3/30/2021 10:36:00;12823.0;United Kingdom;60;459.00
19072;C566473;9/12/2021 18:25:00;16705.0;United Kingdom;-2;-13.90
19073;572045;10/20/2021 12:11:00;14527.0;United Kingdom;47;181.95
19074;549732;4/11/2021 16:47:00;15615.0;United Kingdom;436;758.92
19075;562148;8/3/2021 10:49:00;13695.0;United Kingdom;138;218.27
19076;579271;11/29/2021 9:56:00;17450.0;United Kingdom;649;2586.69
19077;C538745;12/14/2020 11:27:00;16722.0;United Kingdom;-1;-1.45
19078;C542138;1/25/2021 17:21:00;17368.0;United Kingdom;-711;-563.15
19079;581436;12/8/2021 16:18:00;17491.0;United Kingdom;278;442.90
19080;C539712;12/21/2020 12:40:00;15602.0;United Kingdom;-1;-5.75
19081;536736;12/2/2020 12:59:00;17381.0;United Kingdom;1296;824.88
19082;581445;12/8/2021 17:12:00;17405.0;United Kingdom;164;148.40
19083;548167;3/29/2021 13:45:00;;United Kingdom;96;767.77
19084;556943;6/15/2021 16:54:00;;United Kingdom;-126;0.00
19085;572399;10/24/2021 11:56:00;15628.0;United Kingdom;268;321.50
19086;577095;11/17/2021 16:39:00;15867.0;United Kingdom;191;219.44
19087;561640;7/28/2021 14:58:00;;United Kingdom;-125;0.00
19088;579152;11/28/2021 13:26:00;12479.0;Germany;385;527.20
19089;555510;6/3/2021 17:09:00;;United Kingdom;422;1776.90
19090;557798;6/23/2021 9:38:00;16187.0;United Kingdom;812;910.98
19091;574695;11/6/2021 13:37:00;17114.0;United Kingdom;22;114.14
19092;537839;12/8/2020 15:02:00;;United Kingdom;9;12.87
19093;580438;12/4/2021 12:17:00;12827.0;United Kingdom;47;111.45
19094;542213;1/26/2021 12:15:00;13837.0;United Kingdom;62;113.70
19095;552873;5/12/2021 9:11:00;16985.0;United Kingdom;14;46.00
19096;580359;12/2/2021 16:11:00;;United Kingdom;-35;0.00
19097;580718;12/5/2021 16:53:00;13079.0;United Kingdom;24;30.00
19098;571843;10/19/2021 12:28:00;16684.0;United Kingdom;432;449.28
19099;575720;11/10/2021 18:09:00;;United Kingdom;-8;0.00
19100;580460;12/4/2021 12:29:00;12748.0;United Kingdom;44;52.09
19101;551534;5/1/2021 14:59:00;14655.0;United Kingdom;522;810.56
19102;553415;5/17/2021 10:02:00;12463.0;Belgium;168;297.38
19103;545708;3/7/2021 9:39:00;14915.0;United Kingdom;76;142.28
19104;538856;12/14/2020 13:51:00;14057.0;United Kingdom;220;293.40
19105;C551464;4/28/2021 16:15:00;13085.0;United Kingdom;-108;-143.70
19106;573656;10/31/2021 16:02:00;12417.0;Belgium;148;462.85
19107;573633;10/31/2021 15:48:00;;United Kingdom;52;371.65
19108;C544432;2/18/2021 15:54:00;16979.0;United Kingdom;-1;-9.95
19109;C578743;11/25/2021 11:35:00;12681.0;France;-3;-54.00
19110;539307;12/16/2020 17:43:00;13694.0;United Kingdom;2856;2054.92
19111;C578784;11/25/2021 12:01:00;13081.0;United Kingdom;-1;-7.60
19112;560299;7/18/2021 10:28:00;17593.0;United Kingdom;676;747.78
19113;554718;5/26/2021 11:16:00;12942.0;United Kingdom;35;137.77
19114;565327;9/2/2021 13:48:00;12832.0;United Kingdom;132;267.80
19115;574249;11/3/2021 13:01:00;16347.0;United Kingdom;162;444.29
19116;560362;7/18/2021 11:59:00;13488.0;United Kingdom;138;150.78
19117;546425;3/13/2021 13:36:00;16983.0;United Kingdom;187;263.59
19118;546552;3/15/2021 8:18:00;13082.0;United Kingdom;192;271.50
19119;550465;4/18/2021 13:31:00;16217.0;United Kingdom;31;121.25
19120;570807;10/12/2021 12:44:00;13704.0;United Kingdom;168;397.29
19121;546993;3/18/2021 13:19:00;17921.0;United Kingdom;139;280.57
19122;562351;8/4/2021 13:10:00;16626.0;United Kingdom;150;198.00
19123;579276;11/29/2021 10:10:00;12654.0;Germany;49;93.00
19124;557020;6/16/2021 12:51:00;13246.0;United Kingdom;209;212.47
19125;C567705;9/22/2021 9:43:00;14768.0;United Kingdom;-18;-53.10
19126;557758;6/22/2021 13:28:00;17585.0;United Kingdom;389;291.99
19127;C557882;6/23/2021 13:23:00;15061.0;United Kingdom;-72;-61.20
19128;540010;1/4/2021 11:13:00;;United Kingdom;-100;0.00
19129;564336;8/24/2021 14:28:00;12748.0;United Kingdom;71;101.66
19130;557619;6/21/2021 13:58:00;17757.0;United Kingdom;104;195.90
19131;564022;8/22/2021 12:10:00;13269.0;United Kingdom;295;315.68
19132;562712;8/8/2021 15:00:00;13016.0;United Kingdom;315;425.25
19133;576357;11/14/2021 16:57:00;15660.0;United Kingdom;172;327.02
19134;580683;12/5/2021 15:10:00;;United Kingdom;2;8.30
19135;575614;11/10/2021 12:48:00;;United Kingdom;-10;0.00
19136;552816;5/11/2021 12:47:00;15521.0;United Kingdom;156;258.40
19137;571883;10/19/2021 13:58:00;14704.0;United Kingdom;566;615.07
19138;558721;7/1/2021 14:08:00;14338.0;United Kingdom;1;8.25
19139;558238;6/27/2021 15:04:00;;United Kingdom;-21;0.00
19140;573591;10/31/2021 15:15:00;;United Kingdom;-1671;0.00
19141;553384;5/16/2021 15:53:00;16899.0;United Kingdom;64;177.00
19142;548014;3/29/2021 11:29:00;17719.0;United Kingdom;437;579.83
19143;574664;11/6/2021 12:07:00;14482.0;United Kingdom;376;349.70
19144;553551;5/17/2021 16:23:00;13631.0;United Kingdom;20;100.00
19145;570593;10/11/2021 11:38:00;18180.0;United Kingdom;538;326.66
19146;573867;11/1/2021 12:12:00;12674.0;France;346;568.60
19147;543816;2/13/2021 15:26:00;17841.0;United Kingdom;55;104.33
19148;581230;12/8/2021 10:24:00;14291.0;United Kingdom;494;537.89
19149;574470;11/4/2021 11:56:00;12748.0;United Kingdom;250;71.70
19150;558387;6/29/2021 9:58:00;17391.0;United Kingdom;96;101.76
19151;544303;2/17/2021 13:28:00;18116.0;United Kingdom;57;161.95
19152;550758;4/20/2021 12:09:00;;United Kingdom;-8;0.00
19153;563163;8/12/2021 12:16:00;16013.0;United Kingdom;412;1069.20
19154;C576409;11/15/2021 11:20:00;15298.0;United Kingdom;-4;-35.80
19155;565544;9/5/2021 12:09:00;;United Kingdom;1;0.00
19156;552441;5/9/2021 12:58:00;16359.0;United Kingdom;83;160.65
19157;C572441;10/24/2021 12:08:00;;United Kingdom;-2;-197.51
19158;548390;3/30/2021 17:05:00;;United Kingdom;2;7.50
19159;566249;9/11/2021 12:09:00;13527.0;United Kingdom;205;482.75
19160;C538091;12/9/2020 14:48:00;16499.0;United Kingdom;-2;-17.90
19161;538797;12/14/2020 11:44:00;17685.0;United Kingdom;25;10.50
19162;536404;12/1/2020 11:29:00;16218.0;United Kingdom;438;471.30
19163;555934;6/8/2021 8:51:00;15061.0;United Kingdom;456;557.70
19164;575838;11/11/2021 11:38:00;13999.0;United Kingdom;151;328.43
19165;538894;12/14/2020 17:22:00;16161.0;United Kingdom;87;202.45
19166;C560649;7/20/2021 11:35:00;17581.0;United Kingdom;-14;-13.38
19167;559946;7/14/2021 10:26:00;;United Kingdom;200;0.00
19168;561100;7/25/2021 11:01:00;15289.0;United Kingdom;435;322.53
19169;541597;1/19/2021 16:19:00;14031.0;United Kingdom;323;456.27
19170;556231;6/9/2021 15:04:00;;United Kingdom;4000;0.00
19171;555849;6/7/2021 13:33:00;13266.0;United Kingdom;458;315.86
19172;C549230;4/7/2021 10:59:00;12949.0;United Kingdom;-12;-15.00
19173;C575590;11/10/2021 12:08:00;15785.0;United Kingdom;-16;-13.44
19174;563910;8/21/2021 12:37:00;17428.0;United Kingdom;87;377.25
19175;571432;10/17/2021 13:03:00;16737.0;United Kingdom;288;417.60
19176;547108;3/21/2021 11:36:00;14659.0;United Kingdom;106;227.92
19177;545425;3/2/2021 14:39:00;16792.0;United Kingdom;43;100.43
19178;544820;2/23/2021 17:23:00;;United Kingdom;1;9.95
19179;541277;1/17/2021 11:46:00;12673.0;Germany;171;220.90
19180;576923;11/17/2021 10:52:00;12753.0;Japan;2210;4808.48
19181;564077;8/22/2021 15:42:00;14711.0;United Kingdom;24;148.57
19182;552298;5/8/2021 14:18:00;14507.0;United Kingdom;64;236.46
19183;576687;11/16/2021 12:13:00;13558.0;United Kingdom;82;159.13
19184;C555355;6/2/2021 13:27:00;15841.0;United Kingdom;-12;-9.96
19185;537827;12/8/2020 14:43:00;15332.0;Lithuania;30;63.00
19186;C556875;6/15/2021 11:51:00;;United Kingdom;-1;-702.38
19187;569515;10/4/2021 13:58:00;15181.0;United Kingdom;292;254.48
19188;551530;5/1/2021 13:26:00;12748.0;United Kingdom;1;2.10
19189;560079;7/14/2021 16:12:00;15521.0;United Kingdom;465;449.20
19190;C542352;1/27/2021 12:18:00;15596.0;United Kingdom;-1;-2.95
19191;538995;12/15/2020 12:05:00;13458.0;United Kingdom;506;1185.86
19192;543094;2/3/2021 11:28:00;16030.0;United Kingdom;283;331.24
19193;C566183;9/9/2021 12:59:00;14837.0;United Kingdom;-6;-8.30
19194;558728;7/1/2021 14:50:00;;United Kingdom;-1;0.00
19195;C561621;7/28/2021 13:41:00;12722.0;France;-3;-46.65
19196;547699;3/24/2021 16:38:00;;United Kingdom;-32;0.00
19197;537136;12/5/2020 12:42:00;12748.0;United Kingdom;152;273.76
19198;559062;7/6/2021 10:09:00;13253.0;United Kingdom;948;553.92
19199;570666;10/11/2021 14:24:00;13919.0;Denmark;136;171.66
19200;561658;7/28/2021 16:06:00;12743.0;Unspecified;205;347.35
19201;C576325;11/14/2021 15:13:00;15050.0;United Kingdom;-4;-39.80
19202;553737;5/19/2021 8:50:00;15116.0;United Kingdom;147;479.65
19203;C546895;3/17/2021 18:22:00;15358.0;United Kingdom;-1;-8.50
19204;572068;10/20/2021 13:20:00;13159.0;United Kingdom;179;303.70
19205;563939;8/22/2021 9:28:00;14959.0;United Kingdom;58;114.94
19206;556881;6/15/2021 12:15:00;17389.0;United Kingdom;86;263.06
19207;549991;4/14/2021 8:13:00;18229.0;United Kingdom;92;348.40
19208;558467;6/29/2021 15:22:00;17757.0;United Kingdom;44;170.42
19209;575987;11/13/2021 14:14:00;13018.0;United Kingdom;12;29.82
19210;560181;7/15/2021 11:45:00;16621.0;United Kingdom;45;118.71
19211;557314;6/19/2021 15:59:00;12541.0;Spain;131;223.74
19212;556062;6/8/2021 14:06:00;15189.0;United Kingdom;114;379.50
19213;572512;10/24/2021 14:35:00;15806.0;United Kingdom;189;262.70
19214;571724;10/19/2021 8:20:00;12572.0;Germany;293;532.74
19215;543746;2/11/2021 13:50:00;17675.0;United Kingdom;85;324.25
19216;550655;4/19/2021 17:19:00;17217.0;United Kingdom;24;113.50
19217;568139;9/25/2021 10:46:00;13083.0;United Kingdom;143;192.39
19218;562914;8/10/2021 13:25:00;16558.0;United Kingdom;83;203.59
19219;550900;4/21/2021 12:11:00;16553.0;United Kingdom;730;682.38
19220;540798;1/11/2021 12:11:00;17365.0;United Kingdom;706;727.36
19221;556093;6/8/2021 15:26:00;;United Kingdom;147;950.51
19222;C547904;3/28/2021 12:02:00;;United Kingdom;-1;-219.76
19223;C549545;4/10/2021 11:19:00;18118.0;United Kingdom;-1;-1.25
19224;567368;9/20/2021 8:23:00;17147.0;United Kingdom;172;376.19
19225;579455;11/29/2021 14:14:00;15239.0;United Kingdom;221;318.80
19226;565181;9/1/2021 15:52:00;17381.0;United Kingdom;1368;1386.00
19227;565433;9/4/2021 13:20:00;14965.0;United Kingdom;12;124.50
19228;551884;5/5/2021 9:17:00;16109.0;United Kingdom;528;296.88
19229;559202;7/7/2021 10:40:00;13583.0;United Kingdom;725;781.03
19230;555734;6/7/2021 8:21:00;17696.0;United Kingdom;157;343.75
19231;C539244;12/16/2020 13:24:00;14606.0;United Kingdom;-1;-2.10
19232;539645;12/20/2020 16:03:00;17230.0;United Kingdom;1;0.95
19233;C540942;1/12/2021 12:30:00;13113.0;United Kingdom;-6;-56.24
19234;551429;4/28/2021 15:05:00;;United Kingdom;-3;0.00
19235;560881;7/21/2021 15:45:00;17965.0;United Kingdom;18;56.30
19236;552418;5/9/2021 12:42:00;13971.0;United Kingdom;242;331.70
19237;581333;12/8/2021 12:05:00;15159.0;United Kingdom;21;103.95
19238;570829;10/12/2021 13:17:00;16295.0;United Kingdom;324;336.40
19239;537627;12/7/2020 14:58:00;14739.0;United Kingdom;476;713.88
19240;C552919;5/12/2021 11:23:00;13282.0;United Kingdom;-1;-2.55
19241;547943;3/28/2021 14:58:00;;United Kingdom;1;0.00
19242;C537610;12/7/2020 13:23:00;;United Kingdom;-1;-631.31
19243;C542094;1/25/2021 12:47:00;13310.0;United Kingdom;-3;-21.25
19244;574051;11/2/2021 13:46:00;14102.0;United Kingdom;254;349.30
19245;563561;8/17/2021 14:02:00;18073.0;United Kingdom;617;776.28
19246;567093;9/16/2021 12:50:00;17144.0;United Kingdom;351;595.89
19247;544823;2/24/2021 9:28:00;14004.0;United Kingdom;382;900.02
19248;539315;12/16/2020 18:23:00;18260.0;United Kingdom;58;230.70
19249;538044;12/9/2020 13:11:00;;United Kingdom;16;21.30
19250;559018;7/5/2021 13:07:00;18203.0;United Kingdom;43;160.42
19251;571289;10/16/2021 15:27:00;15113.0;United Kingdom;1412;2242.69
19252;563508;8/17/2021 10:27:00;16133.0;United Kingdom;116;308.08
19253;577597;11/21/2021 8:19:00;16366.0;United Kingdom;256;327.30
19254;562085;8/2/2021 12:27:00;15228.0;United Kingdom;486;970.58
19255;563243;8/15/2021 10:29:00;18241.0;United Kingdom;20;57.00
19256;575196;11/9/2021 9:41:00;16767.0;United Kingdom;40;83.20
19257;541845;1/23/2021 12:41:00;15167.0;United Kingdom;67;163.00
19258;C580917;12/6/2021 13:57:00;13362.0;United Kingdom;-3;-5.25
19259;564431;8/25/2021 11:36:00;15955.0;United Kingdom;4;15.80
19260;543033;2/2/2021 15:48:00;17841.0;United Kingdom;69;208.48
19261;553463;5/17/2021 11:02:00;13488.0;United Kingdom;471;927.45
19262;565795;9/7/2021 9:57:00;17481.0;United Kingdom;149;260.63
19263;C577753;11/21/2021 14:40:00;13756.0;United Kingdom;-24;-44.40
19264;C537677;12/8/2020 9:55:00;14796.0;United Kingdom;-1;-1.95
19265;572093;10/20/2021 14:51:00;15121.0;United Kingdom;74;162.57
19266;C540151;1/5/2021 11:13:00;12494.0;France;-1;-10.95
19267;556228;6/9/2021 14:26:00;13538.0;United Kingdom;16;115.20
19268;C545442;3/2/2021 16:17:00;17063.0;United Kingdom;-1;-9.95
19269;537900;12/9/2020 10:45:00;15983.0;United Kingdom;231;382.66
19270;541990;1/25/2021 9:01:00;13901.0;United Kingdom;64;214.40
19271;542920;2/2/2021 7:51:00;13629.0;United Kingdom;450;765.00
19272;554515;5/24/2021 16:25:00;15042.0;United Kingdom;30;135.93
19273;547929;3/28/2021 14:00:00;;United Kingdom;3;0.00
19274;545220;3/1/2021 8:30:00;14620.0;United Kingdom;73;235.35
19275;568510;9/27/2021 12:26:00;13555.0;United Kingdom;1321;1693.70
19276;556499;6/12/2021 16:39:00;;United Kingdom;3;44.85
19277;561630;7/28/2021 14:16:00;14527.0;United Kingdom;5;23.50
19278;565416;9/4/2021 12:00:00;12710.0;Germany;404;358.66
19279;549116;4/6/2021 12:49:00;16670.0;United Kingdom;444;554.38
19280;560292;7/18/2021 10:19:00;;United Kingdom;46;321.45
19281;541525;1/19/2021 10:51:00;14090.0;United Kingdom;72;76.32
19282;559499;7/8/2021 14:22:00;;United Kingdom;460;2295.74
19283;564056;8/22/2021 14:13:00;14387.0;United Kingdom;209;440.76
19284;543658;2/11/2021 10:38:00;13819.0;United Kingdom;339;425.05
19285;536534;12/1/2020 13:33:00;15350.0;United Kingdom;51;115.65
19286;554014;5/20/2021 13:13:00;13856.0;United Kingdom;104;94.40
19287;581192;12/7/2021 17:05:00;15883.0;United Kingdom;151;252.72
19288;543822;2/14/2021 9:24:00;12507.0;Spain;219;446.16
19289;C569421;10/4/2021 10:37:00;15339.0;United Kingdom;-2;-16.50
19290;540119;1/5/2021 10:07:00;;United Kingdom;-60;0.00
19291;547667;3/24/2021 13:25:00;16700.0;United Kingdom;440;483.30
19292;563898;8/21/2021 10:48:00;12971.0;United Kingdom;164;151.20
19293;550622;4/19/2021 13:49:00;13735.0;United Kingdom;505;935.15
19294;556526;6/13/2021 11:33:00;12732.0;France;111;236.26
19295;C553687;5/18/2021 14:01:00;15311.0;United Kingdom;-8;-13.43
19296;567164;9/18/2021 11:51:00;14487.0;United Kingdom;151;279.85
19297;C552805;5/11/2021 12:34:00;14149.0;United Kingdom;-86;-179.54
19298;563373;8/16/2021 10:02:00;12569.0;Germany;22;115.30
19299;555871;6/7/2021 15:04:00;18073.0;United Kingdom;224;263.16
19300;579450;11/29/2021 13:59:00;12901.0;United Kingdom;774;967.50
19301;578352;11/24/2021 10:02:00;16596.0;United Kingdom;50;129.50
19302;571187;10/14/2021 11:39:00;12380.0;Belgium;229;450.86
19303;556734;6/14/2021 12:00:00;13476.0;United Kingdom;253;510.87
19304;560575;7/19/2021 14:58:00;;United Kingdom;1;106.40
19305;553685;5/18/2021 13:56:00;18097.0;United Kingdom;560;799.38
19306;573138;10/27/2021 17:22:00;15023.0;United Kingdom;250;695.03
19307;C541790;1/21/2021 13:07:00;14175.0;United Kingdom;-36;-19.80
19308;544700;2/23/2021 10:10:00;18041.0;United Kingdom;211;271.68
19309;537509;12/7/2020 11:41:00;13756.0;United Kingdom;288;532.80
19310;536541;12/1/2020 14:05:00;14911.0;EIRE;12;15.00
19311;565842;9/7/2021 12:10:00;13808.0;United Kingdom;108;149.64
19312;542360;1/27/2021 12:40:00;14701.0;United Kingdom;143;396.45
19313;576586;11/15/2021 14:22:00;12415.0;Australia;240;429.60
19314;569332;10/3/2021 13:46:00;12637.0;France;158;358.40
19315;574066;11/2/2021 14:50:00;13183.0;United Kingdom;190;443.14
19316;577494;11/20/2021 12:17:00;16506.0;United Kingdom;18;35.10
19317;C554346;5/23/2021 17:48:00;18260.0;United Kingdom;-3;-29.95
19318;572191;10/21/2021 11:18:00;17377.0;United Kingdom;28;112.18
19319;579177;11/28/2021 14:53:00;13089.0;United Kingdom;250;705.90
19320;577063;11/17/2021 14:41:00;17183.0;United Kingdom;195;447.93
19321;554124;5/23/2021 8:31:00;13339.0;United Kingdom;326;860.12
19322;579537;11/30/2021 9:58:00;;United Kingdom;5;18.15
19323;561662;7/28/2021 16:28:00;12407.0;Belgium;296;192.34
19324;548622;4/1/2021 12:09:00;13636.0;United Kingdom;153;249.60
19325;C551195;4/27/2021 11:25:00;13113.0;United Kingdom;-10;-89.90
19326;560355;7/18/2021 11:37:00;15906.0;United Kingdom;17;114.55
19327;C537630;12/7/2020 15:04:00;;United Kingdom;-1;-13541.33
19328;574888;11/7/2021 14:21:00;16353.0;United Kingdom;174;637.50
19329;542216;1/26/2021 12:29:00;14911.0;EIRE;690;802.56
19330;572775;10/26/2021 10:43:00;13126.0;United Kingdom;147;344.22
19331;536551;12/1/2020 14:34:00;17346.0;United Kingdom;88;146.61
19332;579095;11/28/2021 11:00:00;17988.0;United Kingdom;13;41.01
19333;542587;1/28/2021 15:53:00;14401.0;United Kingdom;98;304.74
19334;550315;4/17/2021 11:44:00;17990.0;United Kingdom;290;314.84
19335;578683;11/25/2021 8:55:00;15134.0;United Kingdom;70;151.38
19336;536751;12/2/2020 14:05:00;17850.0;United Kingdom;12;22.20
19337;561674;7/28/2021 17:20:00;;United Kingdom;1;0.00
19338;544582;2/21/2021 14:38:00;13410.0;United Kingdom;140;250.24
19339;565919;9/7/2021 16:48:00;;United Kingdom;517;1846.68
19340;562439;8/4/2021 18:06:00;12931.0;United Kingdom;11848;18841.48
19341;580193;12/2/2021 12:03:00;16899.0;United Kingdom;71;311.58
19342;563427;8/16/2021 11:40:00;16470.0;United Kingdom;188;193.47
19343;562426;8/4/2021 17:13:00;12748.0;United Kingdom;6;29.70
19344;C536817;12/2/2020 17:08:00;14156.0;EIRE;-2;-7.50
19345;543235;2/4/2021 13:30:00;14462.0;United Kingdom;155;331.42
19346;C552535;5/10/2021 9:59:00;13269.0;United Kingdom;-3;-28.65
19347;553653;5/18/2021 11:08:00;16701.0;United Kingdom;398;319.25
19348;561091;7/25/2021 9:55:00;;United Kingdom;70;217.44
19349;575944;11/13/2021 11:46:00;16571.0;United Kingdom;348;524.90
19350;554432;5/24/2021 12:16:00;;United Kingdom;-97;0.00
19351;556430;6/10/2021 13:24:00;;United Kingdom;19;0.00
19352;553549;5/17/2021 16:09:00;;United Kingdom;244;1364.33
19353;557273;6/19/2021 11:44:00;16050.0;United Kingdom;278;137.90
19354;567635;9/21/2021 13:41:00;16523.0;United Kingdom;416;686.48
19355;564165;8/23/2021 13:35:00;13593.0;United Kingdom;238;645.83
19356;565405;9/4/2021 10:51:00;14211.0;United Kingdom;96;220.04
19357;547505;3/23/2021 13:36:00;;United Kingdom;-9;0.00
19358;574691;11/6/2021 13:17:00;14174.0;United Kingdom;94;134.46
19359;546399;3/11/2021 14:58:00;14352.0;United Kingdom;94;231.30
19360;549042;4/5/2021 17:24:00;;United Kingdom;-2;0.00
19361;553752;5/19/2021 10:20:00;14896.0;United Kingdom;95;211.55
19362;570657;10/11/2021 14:10:00;14911.0;EIRE;416;485.80
19363;547941;3/28/2021 14:46:00;16692.0;United Kingdom;151;1267.50
19364;565792;9/7/2021 9:37:00;14397.0;United Kingdom;112;180.12
19365;547871;3/27/2021 14:28:00;16931.0;United Kingdom;158;277.43
19366;550473;4/18/2021 13:54:00;14623.0;United Kingdom;104;192.68
19367;C564211;8/24/2021 9:11:00;17652.0;United Kingdom;-2;-13.25
